Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2007-09-04,11.49,88.51,68.94,51.10,35.30,13.94,258
2007-08-28,7.53,92.47,73.57,55.06,38.91,16.16,276
2007-08-21,10.25,89.75,75.21,54.96,38.31,16.65,275
2007-08-14,15.74,84.26,70.75,49.88,26.71,13.59,245
2007-08-07,19.98,80.02,64.40,37.68,21.21,8.89,212
2007-07-31,20.14,79.86,64.93,36.73,17.44,3.82,203
2007-07-24,20.79,79.21,61.49,35.05,14.75,2.32,193
2007-07-17,21.23,78.77,61.54,34.58,14.75,2.98,193
2007-07-10,19.78,80.22,59.10,33.99,15.32,2.99,192
2007-07-03,15.70,84.30,62.37,39.73,21.33,4.47,212
2007-06-26,11.48,88.52,65.25,43.34,24.62,5.34,227
2007-06-19,13.37,86.63,63.59,44.22,26.64,6.95,228
2007-06-12,10.32,89.68,63.69,43.56,19.65,5.17,222
2007-06-05,8.35,91.65,65.44,34.47,19.22,2.18,213
2007-05-29,9.60,90.40,64.60,38.01,21.21,0.00,214
2007-05-22,17.16,82.84,58.73,37.22,19.67,0.00,198
2007-05-15,18.61,81.39,52.33,30.11,14.71,0.00,179
2007-05-08,22.52,77.48,50.00,29.37,13.05,0.00,170
2007-05-01,28.67,71.33,49.77,28.41,9.40,0.00,159
2007-04-24,31.91,68.09,46.73,21.73,4.73,0.00,141
2007-04-17,37.37,62.63,34.60,13.51,1.02,0.00,112
2007-04-10,15.59,84.41,44.02,11.03,1.30,0.00,141
2007-04-03,15.94,84.06,39.12,9.38,1.30,0.00,134
2007-03-27,14.31,85.69,28.33,6.73,0.49,0.00,121
2007-03-20,33.26,66.74,23.08,1.59,0.00,0.00,91
2007-03-13,37.25,62.75,21.38,1.35,0.00,0.00,85
2007-03-06,64.55,35.45,8.43,0.00,0.00,0.00,44
2007-02-27,62.74,37.26,12.09,0.00,0.00,0.00,49
2007-02-20,63.82,36.18,12.03,0.00,0.00,0.00,48
2007-02-13,70.36,29.64,9.03,0.00,0.00,0.00,39
